"Drug Name","NDC #","Total Rxs","Quantity","Total",
"BREZTRI AEROSPHERE 160-9-4.8 MCG/ACT INHALATION AEROSOL","00310-4616-12","8","107","6607.83"
"OZEMPIC (0.25 OR 0.5 MG/DOSE) 2 MG/3ML PEN-INJECTOR","00169-4181-13","30","105","34079.04"
"CLINDAMYCIN PHOS-BENZOYL PEROX 1.2-2.5 % EXTERNAL GEL","45802-0597-01","2","100","74.63"
"SODIUM FLUORIDE 5000 PPM 1.1 % DENTAL PASTE","11527-0750-43","1","100","13.22"
"LIDOCAINE 5 % EXTERNAL OINTMENT","33342-0405-50","2","100","21.95"
"PROMETHAZINE-DM 6.25-15 MG/5ML ORAL SYRUP","70436-0155-42","1","100","2.89"
"ALFUZOSIN HCL ER 10 MG TABLET","29300-0155-01","3","91","6.77"
"SYNTHROID 75MCG TABLET ***","00074-5182-90","1","90","148.08"
"FARXIGA 10MG TABLET****","00310-6210-30","3","90","919.98"
"GLIMEPIRIDE 4MG TAB ***","16729-0003-01","1","90","5.54"
"AMLODIPINE-VALSARTAN-HCTZ 5-160-12.5 MG ORAL TABLET","65862-0834-30","1","90","398.26"
"ACYCLOVIR 200MG CAPSULE","72578-0002-05","1","90","4.52"
"POTASSIUM ER 20MEQ TABLET","00832-5325-10","2","90","19.41"
"CEVIMELINE 30MG CAP ***","16571-0657-10","1","90","51.92"
"ISOSORBIDE MONONITRATE 30MG TABLET ER","23155-0519-01","1","90","16.44"
"DUTASTERIDE 0.5MG CAP ***","31722-0131-30","1","90","10.56"
"LOVASTATIN 20MG TAB ***","68180-0468-01","1","90","2.15"
"TACROLIMUS 0.1 % OINTMENT","00168-0416-30","2","90","273.87"
"BIKTARVY 50-200-25MG TABLET","61958-2501-01","3","90","12312.11"
"PANTOPRAZOLE 20MG TAB ***","13668-0096-90","3","90","5.47"
"ALPRAZOLAM 2 MG ORAL TABLET","65862-0679-01","1","90","14.50"
"CLOTRIMAZOLE-BETAMETHASONE 1-0.05 % EXTERNAL CREAM","00472-0379-45","2","90","25.36"
"VALSARTAN 40MG TABLET","55111-0731-30","1","90","29.98"
"XARELTO 15MG TAB","50458-0578-30","1","90","619.76"
"FENOFIBRATE MICRONIZED 134MG CAPSULE","62332-0085-31","1","90","9.09"
"KERENDIA 10 MG TABLET","50419-0540-01","1","90","2008.78"
"ATENOLOL 100 MG TABLET","65862-0170-99","1","90","2.63"
"ALLOPURINOL 300 MG TABLET","55111-0730-05","1","90","6.48"
"HYDROXYUREA 500MG CAPSULE","69315-0164-01","1","90","12.82"
"CARBATROL 300MG EXT-RELEASE CAPSULE****","54092-0173-12","1","90","163.05"
"ALOGLIPTIN BENZOATE 25MG TABLET","45802-0150-65","1","90","420.24"
"CLOBAZAM 10MG TABLET","42571-0315-01","1","90","34.28"
"VALSARTAN-HYDROCHLOROTHIAZIDE 80-12.5 MG ORAL TABLET","00378-6321-77","1","90","22.56"
"TRIJARDY XR 10-5-1000 MG ORAL TABLET EXTENDED RELEASE 24 HOUR","00597-0380-68","1","90","982.46"
"LEVOTHYROXINE SODIUM 137 MCG ORAL TABLET","68180-0972-03","1","90","16.90"
"PAROXETINE 10MG TABLET","13107-0154-30","3","90","3.92"
"DESVENLAFAXINE SUCCINATE ER 50MG TABLET","68180-0592-06","1","90","22.33"
"DOXEPIN HCL 50 MG ORAL CAPSULE","62332-0645-31","1","90","16.07"
"AMLODIPINE VALSARTAN 10-320MG TABLET","00378-1724-93","1","90","29.47"
"AMLODIPINE BENAZEPRIL 10-40MG CAPSULE","55111-0586-01","1","90","12.30"
"ENALAPRIL 10MG TABLET","23155-0772-10","2","90","8.25"
"ISOSORBIDE MONONITRATE ER 30MG TAB ***","13668-0104-10","1","90","6.06"
"BENAZEPRIL-HCTZ 20-12.5MG TABLET","00574-0229-01","1","90","27.50"
"CELECOXIB 200 MG ORAL CAPSULE","69097-0421-12","3","90","13.84"
"BACLOFEN 5 MG ORAL TABLET","72888-0009-01","2","90","17.47"
"JANUMET XR 100-1000MG TABLET","00006-0081-31","1","90","938.23"
"EPLERENONE 25 MG ORAL TABLET","31722-0049-90","1","90","22.89"
"WARFARIN 2.5MG TABLET","00093-1714-01","1","90","17.73"
"ROFLUMILAST 500 MCG ORAL TABLET","72205-0200-90","1","90","40.46"
"OLMESARTAN-HCTZ 40-25 MG TABLET","65862-0781-90","1","90","31.30"
"COLESTIPOL HCL 1 GM ORAL TABLET","00115-5211-16","1","90","49.58"
"OLMESARTAN 5MG TABLET","68462-0436-30","1","90","6.10"
"LISINOPRIL 30MG TABLET","68180-0982-02","1","90","9.02"
"OXYBUTYNIN 10MG TABLET ER","27241-0156-08","1","90","19.98"
"FLUOXETINE 40MG CAPSULE","49483-0703-50","2","90","25.57"
"AMLODIPINE-BENAZEPRIL 5-40 MG CAPSULE","65862-0585-01","1","90","12.30"
"FLUOXETINE HCL 20MG TABLET","59651-0309-01","2","90","28.51"
"RAMIPRIL 2.5MG CAPSULE","65862-0475-01","1","90","4.10"
"SPIRIVA HANDIHALER 18MCG CAPSULE****","00597-0075-41","1","90","966.19"
"DUTASTERIDE-TAMSULOSIN HCL 0.5-0.4 MG ORAL CAPSULE","68382-0640-16","1","90","122.19"
"AMLODIPINE-OLMESARTAN 5-40MG TABLET","42571-0237-90","1","90","12.74"
"ARIPIPRAZOLE 20 MG ORAL TABLET","67877-0434-05","3","90","29.29"
"LEVOTHYROXINE 112MCG TABLET","68180-0970-03","1","90","25.97"
"LISINOPRIL 2.5MG TABLET","68180-0512-02","1","90","11.46"
"FENOFIBRATE 145MG TAB ***","69097-0458-05","1","90","20.90"
"PAROXETINE 40MG TABLET","60505-0101-04","1","90","5.91"
"SYNTHROID 25 MCG ORAL TABLET","00074-4341-90","1","90","146.18"
"URSODIOL 300MG CAPSULE","69238-1540-01","1","90","67.54"
"METHOCARBAMOL 500MG TAB ***","70010-0754-01","1","90","9.33"
"CARBIDOPA-LEVODOPA 25-100 MG TABLET ***","00093-9702-10","1","90","2.51"
"CREON 24000-76000 UNIT CAPSULE DR","00032-2636-01","1","90","747.04"
"VENLAFAXINE HCL ER 75 MG CAPSULE","65862-0528-90","3","90","28.56"
"KETOCONAZOLE 2 % EXTERNAL CREAM","00168-0099-30","3","90","54.93"
"CANDESARTAN CILEXETIL-HCTZ 32-12.5 MG ORAL TABLET","43547-0460-09","1","90","102.10"
"QUETIAPINE FUMARATE 25 MG ORAL TABLET","67877-0242-10","1","90","1.23"
"RAMIPRIL 10MG CAP ***","68180-0591-02","1","90","2.75"
"CANDESARTAN CILEXETIL-HCTZ 16-12.5 MG ORAL TABLET","43547-0459-09","1","90","116.26"
"FENOFIBRATE MICRONIZED 200MG CAPSULE","62332-0086-31","1","90","15.05"
"HYDROXYZINE HCL 50MG TABLET","23155-0502-10","1","90","15.17"
"TRETINOIN 0.05% CREAM","00574-2205-45","2","90","80.82"
"OLMESARTAN-AMLODIPINE-HCTZ 40-10-25MG TABLET","49884-0790-09","1","90","180.00"
"METHIMAZOLE 5MG TABLE ***","23155-0070-01","1","90","9.45"
"CALCITRIOL 0.25MCG CAP ***","23155-0662-01","1","90","23.25"
"CHLORZOXAZONE 375 MG ORAL TABLET","59651-0305-01","1","90","56.07"
"OLMESARTAN 20MG TABLET","68462-0437-90","1","90","7.21"
"TRIAMTERENE-HCTZ 75-50 MG ORAL TABLET","60505-2657-01","1","90","5.30"
"METFORMIN HCL ER 750 MG TABLET","67877-0414-01","1","90","20.31"
"NEBIVOLOL 5MG TABLET","72241-0033-04","1","90","16.85"
"OLMESARTAN-AMLODIPINE-HCTZ 40-5-12.5 MG ORAL TABLET","49884-0787-11","1","90","181.25"
"PRAZOSIN HCL 1 MG ORAL CAPSULE","70377-0066-11","1","90","16.69"
"PRAZOSIN HCL 2 MG ORAL CAPSULE","70377-0067-11","1","90","15.06"
"SYNJARDY XR 12.5-1000 MG TABLET ER","00597-0300-45","1","90","456.44"
"METHIMAZOLE 10MG TAB ***","23155-0071-01","1","90","6.91"
"SYNTHROID 50MCG TABLET","00074-4552-90","1","90","146.11"
"TRAZODONE 150MG TABLET","50111-0450-02","1","90","8.75"
"MUPIROCIN 2% OINTMENT","51672-1312-00","4","88","30.31"
"HYDROCORTISONE 2.5% OINTMENT","00168-0146-30","3","85.05","29.03"
"ECONAZOLE NITRATE 1% CREAM ***","45802-0466-53","1","85","41.13"
"JUNEL FE 1.5/30 1.5-30 MG-MCG ORAL TABLET","00555-9028-58","1","84","21.58"
"HYDROCORTISONE 2.5 % EXTERNAL CREAM ***","45802-0004-03","2","84","14.10"
"CRYSELLE-28 0.3-0.03MG TABLET","00555-9049-58","2","84","39.37"
"PROCTO-MED HC 2.5 % EXTERNAL CREAM","69315-0312-28","1","84","26.67"
"LO LOESTRIN FE 1 MG-10 MCG / 10 MCG ORAL TABLET","00430-0420-14","1","84","579.13"
"BUDESONIDE/FORMOTEROL 160 /4.5 MCG (SYMBICORT)","00310-7370-20","4","81.6","1322.06"
"PREDNISOLONE ACETATE 1% SUSPENSION","61314-0637-10","8","80","372.79"
"ZOLPIDEM TARTRATE 5MG TAB ***","13668-0007-05","3","80","0.99"
"FLUCONAZOLE 200 MG ORAL TABLET","00904-6501-06","3","78","40.34"
"NAPROXEN 375 MG TABLET","70010-0138-01","3","76","13.82"
"OZEMPIC (1 MG/DOSE) 4MG/3ML INJECTION","00169-4130-13","17","75","24423.48"
"MUPIROCIN 2 % EXTERNAL OINTMENT","51672-1312-01","3","75","28.19"
"SYMBICORT 160-4.5MCG/ACT AEROSOL****","00186-0370-20","7","71.4","1644.07"
"IBUPROFEN 800MG TABLET","49483-0604-50","3","71","23.56"
"DORZOLAMID-TIMOLO 22.3-6.8MG/ML (EYE) ***","24208-0486-10","7","70","88.16"
"NITROFURANTOIN MONOHYD MACRO 100 MG ORAL CAPSULE","70756-0404-11","6","68","38.49"
"VALACYCLOVIR 500MG TABLET","57237-0042-30","5","66","45.96"
"METRONIDAZOLE 500MG TABLET","72578-0008-05","6","65","46.11"
"NOVOLOG FLEXPEN 100UNIT/ML INJECTION****","00169-6339-10","5","63","549.48"
"AMOXICILLIN-POT CLAVULANATE 875-125 MG TABLET ***","00143-9249-20","4","62","36.44"
"SOLIFENACIN SUCCINATE 10MG TABLET","68462-0387-30","2","60","31.16"
"CALCIPOTRIENE 0.005 % EXTERNAL OINTMENT","68462-0310-65","1","60","169.54"
"PENICILLIN V POTASSIUM 250MG TABLET","65862-0175-01","1","60","14.04"
"ENALAPRIL 5MG TABLET","23155-0705-10","1","60","13.26"
"DULOXETINE 60MG CAPSULE DR","68180-0296-03","2","60","15.55"
"JULUCA 50-25MG TABLET*****","49702-0242-13","2","60","7271.21"
"ZIPRASIDONE 20MG CAP ***","55111-0256-60","1","60","29.02"
"GLYCOPYRROLATE 1MG TABLET","23155-0606-01","1","60","9.78"
"SPIRONOLACTONE 100MG TABLET","53746-0515-01","2","60","19.54"
"LACOSAMIDE 150MG TABLET","62332-0173-60","1","60","17.04"
"OLANZAPINE 15MG TABLET","55111-0167-30","2","60","6.34"
"NYSTATIN 100000 UNIT/GM EXTERNAL POWDER","69315-0306-60","1","60","37.18"
"HALOPERIDOL 5MG TAB ***","68382-0079-01","1","60","11.30"
"ZORYVE 0.3 % EXTERNAL CREAM","80610-0130-60","1","60","933.56"
"NADOLOL 20MG TABLET","69238-1123-09","2","60","35.21"
"ONDANSETRON ODT  4MG TAB ***","68462-0157-13","3","60","28.62"
"TORSEMIDE 10MG TABLET","31722-0530-01","2","60","5.87"
"LEVOTHYROXINE 88MCG TABLET","68180-0968-03","2","60","5.21"
"AMITRIPTYLINE HCL 50 MG ORAL TABLET","16571-0107-01","2","60","13.38"
"CLINDAMYCIN PHOS 1 % EXTERNAL GEL","45802-0900-96","1","60","13.97"
"EUCRISA 2% OINTMENT*****","55724-0211-21","1","60","769.24"
"LAMOTRIGINE 100MG TABLET","65862-0228-01","2","60","1.96"
"PERMETHRIN 5 % EXTERNAL CREAM","21922-0021-07","1","60","13.65"
"AMCINONIDE 0.1 % EXTERNAL CREAM","74157-0006-60","1","60","1131.96"
"NALTREXONE 50MG TABLET","00406-1170-01","2","60","92.17"
"IYUZEH 0.005 % OPHTHALMIC SOLUTION","82584-0003-30","2","60","602.72"
"ISOSORBIDE MONONITRATE ER 60 MG ORAL TABLET EXTENDED RELEASE 24 HOUR","59651-0540-05","2","60","5.60"
"TERAZOSIN HCL 5 MG ORAL CAPSULE","24689-0882-01","1","60","4.09"
"LITHIUM CARBONATE 600MG CAPSULE","00054-2531-25","1","60","22.15"
"PREGABALIN 150 MG ORAL CAPSULE","82619-0126-01","1","60","1.60"
"TRIAMCINOLONE ACETONIDE 0.1 % EXTERNAL LOTION","70752-0130-05","1","60","8.35"
"NYSTATIN-TRIAMCINOLONE 100000-0.1 U/GM OINTMENT","45802-0244-94","2","60","29.55"
"CLONIDINE 0.3MG TAB ***","00228-2129-10","2","60","22.72"
"PRAVASTATIN 80MG TABLET","70377-0048-12","2","60","34.01"
"IBSRELA 50 MG ORAL TABLET","73154-0050-60","1","60","1965.36"
"TICAGRELOR 60 MG ORAL TABLET","00480-2688-06","1","60","238.18"
"OPZELURA 1.5 % EXTERNAL CREAM","50881-0007-05","1","60","2028.81"
"SEGLUROMET 2.5-1000MG TABLET","00006-5373-03","1","60","353.49"
"PROCTOZONE-HC 2.5% CREAM***","64980-0324-30","1","60","21.96"
"PHENOBARBITAL 32.4 MG TABLET","00603-5166-32","1","60","17.08"
"VASCEPA 0.5 GM ORAL CAPSULE","52937-0003-40","1","60","99.26"
"WARFARIN SODIUM 1MG TAB ***","00093-1712-01","1","60","13.80"
"DULOXETINE 20MG CAPSULE DR","68180-0294-07","2","60","14.72"
"DEPAKOTE 500MG TABLET DELAYED RELEASE","00074-7327-13","1","60","458.27"
"SYNJARDY 5-1000 MG TABLET","00597-0175-60","1","60","346.38"
"MELOXICAM 7.5MG TAB ***","69097-0158-15","2","60","12.91"
"PAXIL 20 MG ORAL TABLET","60505-4518-03","1","60","642.47"
"BUSPIRONE HCL 30 MG ORAL TABLET","72888-0066-05","1","60","17.08"
"MORPHINE SULFATE ER 30 MG ORAL TABLET EXTENDED RELEASE","42858-0802-01","1","60","17.83"
"AMPHETAMINE-DEXTROAMPHETAMINE 20MG TABLET","72516-0012-01","1","60","29.35"
"DOXYCYCLINE HYCLATE 20 MG ORAL TABLET","42806-0362-01","1","60","8.53"
"ANORO ELLIPTA 62.5-25MCG/INH AEROSOL 60EA*****","00173-0869-10","1","60","465.18"
"ZTLIDO 1.8 % EXTERNAL PATCH****","69557-0111-30","1","60","720.83"
"BUPROPION HCL 75MG TABLET","60505-0158-01","1","60","15.89"
"JANUMET XR 50-1000MG TABLET","00006-0080-61","1","60","313.79"
"ZORYVE 0.3 % EXTERNAL FOAM","80610-0430-60","1","60","918.18"
"DIVALPROEX 500MG TABLET DELAYED RELEASE","57237-0048-05","1","60","13.83"
"FLUOCINONIDE 0.05 % EXTERNAL OINTMENT","51672-1264-03","1","60","9.17"
"CHOLESTYRAMINE LIGHT 4GM PACK","68382-0529-60","1","60","90.24"
"DESONIDE 0.05 % EXTERNAL CREAM","62332-0632-60","1","60","55.44"
"ALPRAZOLAM 1 MG ORAL TABLET","00781-1079-01","1","60","4.29"
"MIEBO 1.338 GM/ML OPHTHALMIC SOLUTION","24208-0377-05","15","57","14840.53"
"METHOTREXATE 2.5MG TAB ***","68382-0775-01","2","56","28.48"
"PREDNISONE 20MG TABLET","64380-0785-08","6","54","34.91"
"CEPHALEXIN 500MG CAPSULE ***","67877-0219-05","2","54","4.36"
"LOPERAMIDE 2MG CAP ***","00378-2100-05","2","54","17.41"
"MOMETASONE FUROATE 50MCG/ACT SUSPENSION","60505-0830-01","3","51","160.48"
"PREDNISOLONE ACETATE 1% SUSPENSION","61314-0637-05","9","50","257.19"
"BETAMETHASONE DIP AUG 0.05 % OINTMENT","00168-0268-50","1","50","65.60"
"HALOBETASOL PROPIONATE 0.05 % EXTERNAL CREAM","45802-0129-32","1","50","32.01"
"AZELAIC ACID 15 % EXTERNAL GEL","51672-1389-03","1","50","55.81"
"WARFARIN 4MG TAB ***","00093-1716-01","1","50","2.10"
"ONDANSETRON HCL 4 MG/5ML SOLUTION","65162-0691-79","1","50","24.42"
"INSULIN GLARGINE 100 UNIT/ML YFGN","83257-0015-32","5","48","308.91"
"SULFAMETHOXAZOLE-TRIMETHOPRIM 800-160MG TABLET","57237-0233-01","3","48","22.51"
"BENZOYL PEROXIDE-ERYTHROMYCIN 5-3 % EXTERNAL GEL","64980-0328-02","1","46.6","160.31"
"CICLOPIROX 8 % EXTERNAL SOLUTION","42192-0715-06","7","46.2","109.15"
"BRIMONIDINE TARTRATE 0.2% SOLUTION","61314-0143-05","6","45","57.00"
"BETAMETHASONE VALERATE 0.1% CREAM**","00713-0326-37","1","45","20.32"
"METRONIDAZOLE 0.75 % EXTERNAL GEL","00713-0637-37","1","45","45.46"
"DOXEPIN HCL 5 % EXTERNAL CREAM","69238-1733-06","1","45","271.22"
"TRIAMCINOLONE ACETONIDE 0.5 % CREAM","00168-0002-15","3","45","22.74"
"COMBIGAN 0.2-0.5% OPTH SOLUTION 15ML","00023-9211-15","3","45","1747.44"
"IVERMECTIN 1 % EXTERNAL CREAM","45802-0102-84","1","45","170.96"
"CLOBETASOL PROPIONATE 0.05% CREAM","21922-0016-06","1","45","16.62"
"TERCONAZOLE 0.4% CREAM","51672-1304-06","1","45","14.44"
"INSULIN LISPRO 100 UNIT/ML SQ SOLUTION","00002-8222-59","1","45","515.66"
"METRONIDAZOLE TOPICAL 0.75% CREAM","00168-0323-46","1","45","26.72"
"ESCITALOPRAM 5MG TABLET","13668-0135-10","2","44","2.63"
"LEVOFLOXACIN 500MG TAB ***","31722-0722-50","4","44","24.55"
"ESTRADIOL 0.1MG/GM CREAM","00093-3541-43","1","42.5","28.02"
"AZELASTINE 0.05% OPHTHALMIC SOLUTION","60505-0578-04","5","42","51.26"
"METHYLPREDNISOLONE 4MG (MEDROL) ***","59746-0001-03","2","42","15.20"
"PREDNISONE 10MG TABLET","59746-0173-06","2","41","6.25"
"KETOROLAC 0.5 % OPHTHALMIC SOLUTION","42571-0137-25","5","40","101.52"
"TERCONAZOLE 0.8 % VAGINAL CREAM","00168-0347-20","2","40","52.06"
"HYOSCYAMINE SULFATE 0.125MG TABLET","47781-0013-01","1","40","19.38"
"LEVOTHYROXINE 150 MCG TABLET","68180-0973-03","1","40","12.20"
"TRAMADOL 50 MG TABLET","60219-2348-05","1","40","0.58"
"BASAGLAR KWIKPEN 100UNIT/ML INJECTION*****","00002-7715-59","5","39","809.95"
"MOUNJARO 5 MG/0.5ML PEN-INJECTOR","00002-1495-80","12","36","18974.48"
"OZEMPIC (2 MG/DOSE) 8 MG/3ML PEN-INJECTOR","00169-4772-12","8","36","11668.03"
"FLUTICASONE PROPIONATE HFA 110 MCG/ACT INHAEROSOL","66993-0079-96","3","36","564.51"
"FLUCONAZOLE 100 MG ORAL TABLET","68462-0102-30","2","36","41.33"
"WARFARIN SODIUM 3MG TABLET","51672-4030-01","1","35","1.43"
"AIRSUPRA 90-80 MCG/ACT INHALATION AEROSOL","00310-9080-12","3","32.1","1439.37"
"NURTEC 75MG TABLET DISINTEGRATING","72618-3000-02","2","32","4092.52"
"HYDROCODONE-ACETAMINOPHEN 5-325 MG ORAL TABLET","53746-0109-01","1","32","12.12"
"OXYCODONE HCL 5 MG TABLET","47781-0263-05","5","32","23.23"
"BENZONATATE 100MG CAPSULE NYM","42806-0714-05","2","32","22.64"
"FLUTICASONE PROPIONATE HFA 44 MCG/ACT INH AEROSOL","66993-0078-96","3","31.8","414.66"
"DILTIAZEM 360MG CAPSULE ER","50742-0252-90","1","30","8.16"
"PREMARIN 0.625 MG/GM VAGINAL CREAM","00046-0872-21","1","30","418.58"
"DICYCLOMINE HCL 10MG CAP","00591-0794-10","1","30","1.78"
"DIGOXIN 250MCG TABLET ***","70954-0202-10","1","30","13.58"
"WARFARIN SODIUM 2 MG TABLET","00093-1713-01","1","30","12.69"
"HYDROXYZINE HCL 10MG TAB ***","23155-0500-05","1","30","10.96"
"FLUOXETINE 20MG CAPSULE","65862-0193-99","1","30","10.99"
"RISPERIDONE 0.25MG TABLET","68382-0112-14","1","30","11.23"
"XCOPRI 200 MG ORAL TABLET","71699-0200-30","1","30","1191.04"
"SYMTUZA 800-150-200-10MG TABLET","59676-0800-30","1","30","4488.37"
"LUMIGAN 0.01% SOLUTION*****","00023-3205-08","4","30","3091.19"
"AMLODIPINE BESYLATE 10 MG ORAL TABLET","00904-6371-61","1","30","2.40"
"PHENTERMINE 37.5MG TABLET","10702-0025-01","1","30","6.64"
"AMLODIPINE-BENAZEPRIL 5-20MG CAPSULE","68180-0459-01","1","30","5.52"
"OLANZAPINE 20MG TABLET","55111-0168-30","1","30","3.17"
"ROZEREM 8MG TABLET","64764-0805-30","1","30","383.05"
"MESALAMINE 1000 MG RECTAL SUPPOSITORY","31722-0005-30","1","30","151.94"
"SYNTHROID 125 MCG ORAL TABLET","00074-7068-90","1","30","50.43"
"NYSTATIN 100000UNIT/GM OINTMENT","00713-0686-31","1","30","11.57"
"DEXILANT 60MG CAP ***","64764-0175-30","1","30","293.23"
"NORTRIPTYLINE 10MG CAPSULE","51672-4001-01","1","30","1.13"
"DUTASTERIDE-TAMSULOSIN HCL 0.5-0.4 MG ORAL CAPSULE","68382-0640-06","1","30","69.53"
"AMANTADINE 100MG TABLET","00832-0111-50","1","30","8.77"
"PREDNISOLONE ACETATE 1% SUSPENSION","61314-0637-15","2","30","143.20"
"CIPROFLOXACIN HCL 0.3 % OPHTHALMIC SOLUTION","69315-0308-05","4","30","55.24"
"SYNJARDY XR 25-1000MG TABLET*****","00597-0295-88","1","30","332.82"
"BENAZEPRIL-HYDROCHLOROTHIAZIDE 20-25 MG TABLET","62559-0417-01","1","30","8.64"
"NORTRIPTYLINE 50MG CAPSULE","51672-4003-01","1","30","14.49"
"PENTASA 250 MG ORAL CAPSULE EXTENDED RELEASE","54092-0189-81","1","30","97.41"
"WARFARIN SODIUM 10 MG ORAL TABLET","00093-1720-01","1","30","13.23"
"VEMLIDY 25 MG ORAL TABLET","61958-2301-01","1","30","1538.23"
"LIDOCAINE-PRILOCAINE 2.5-2.5 % EXTERNAL CREAM","00168-0357-30","1","30","7.91"
"QUETIAPINE FUMARATE 200 MG ORAL TABLET","67877-0246-01","1","30","12.76"
"TACROLIMUS 0.03 % EXTERNAL OINTMENT","00168-0417-30","1","30","31.94"
"DORZOLAMIDE HCL 2% SOLUTION","61314-0019-10","3","30","16.23"
"MIRTAZAPINE 45 MG TABLET DISINTEGRATING","65862-0023-06","1","30","16.79"
"POTASSIUM CHLORIDE 10MEQ TABLET ER","00832-5324-11","1","30","2.47"
"BACLOFEN 20MG TABLET","00172-4097-60","1","30","11.79"
"ARIPIPRAZOLE 15MG TABLET","43598-0968-30","1","30","2.45"
"ESOMEPRAZOLE 20MG CAPSULE DR","70377-0055-12","1","30","5.57"
"ARNUITY ELLIPTA 50 MCG/ACT INHAEROSOL","00173-0888-10","1","30","209.76"
"BUPROPION HCL ER (SR) 100MG TABLET","70436-0058-01","1","30","4.96"
"HYDROXYCHLOROQUINE 200MG TABLET","16729-0485-16","1","30","8.22"
"ONDANSETRON 8MG TAB ***","65862-0188-30","1","30","1.32"
"GENTAMICIN SULFATE 0.1 % EXTERNAL OINTMENT","00713-0682-31","1","30","17.19"
"PAROXETINE 30MG TABLET","13107-0156-30","1","30","2.98"
"CLOTRIMAZOLE-BETAMETHASONE 1-0.05 % EXTERNAL CREAM","00168-0258-15","1","30","16.85"
"CIPROFLOXACIN HCL 0.3 % OPHTHALMIC SOLUTION","69315-0308-10","3","30","41.04"
"AMITRIPTYLINE 25MG TAB ***","16729-0172-01","1","30","11.80"
"DICLOFENAC SODIUM 25MG TABLET DR","16571-0203-10","1","30","29.46"
"DOVATO 50-300 MG ORAL TABLET","49702-0246-13","1","30","3092.90"
"REXULTI 0.5 MG ORAL TABLET","59148-0036-13","1","30","1480.31"
"VRAYLAR 3MG CAPSULE","61874-0130-30","1","30","1538.86"
"DIVALPROEX SODIUM 250MG TABLET DR","57237-0047-01","1","30","12.37"
"HALOPERIDOL 10MG TABLET","68382-0080-01","1","30","14.10"
"FLUDROCORTISONE ACETATE 0.1 MG ORAL TABLET","70954-0252-20","1","30","19.69"
"MELOXICAM 15MG TABLET","69097-0159-15","1","30","0.56"
"OXYBUTYNIN CHLORIDE 5MG TABLET","70954-0005-30","1","30","11.49"
"OLANZAPINE 10MG TABLET","43598-0166-30","1","30","1.79"
"ENALAPRIL MALEATE 2.5MG TABLET","23155-0704-01","1","30","2.94"
"NOVOLOG 100UNIT/ML SOLUTION****","00169-7501-11","1","30","205.97"
"SUNOSI 150 MG ORAL TABLET","81968-0351-01","1","30","949.78"
"LEVETIRACETAM 250 MG TABLET","31722-0536-12","1","30","11.48"
"METAXALONE 800 MG ORAL TABLET","55111-0650-01","1","30","33.07"
"VOQUEZNA 10 MG ORAL TABLET","81520-0100-30","1","30","668.72"
"SIMVASTATIN 10MG TABLET","70377-0002-15","1","30","0.42"
"ONDANSETRON ODT 8MG TAB ***","62756-0356-64","1","30","11.17"
"TERAZOSIN 2MG CAPSULE","23155-0736-01","1","30","3.27"
"PROGESTERONE 100 MG CAPSULE","59651-0152-01","1","30","7.38"
"DEPAKOTE ER 250 MG TABLET","00074-7401-13","1","30","120.79"
"DOXEPIN HCL 25 MG ORAL CAPSULE","70756-0425-11","1","30","13.42"
"NITROGLYCERIN 0.1 MG/HR TRANSDERMAL PATCH 24 HOUR","00378-9102-93","1","30","16.11"
"MINOXIDIL 2.5MG TABLET","53489-0386-01","1","30","3.41"
"NYSTATIN 100000UNIT/GM CREAM","45802-0059-11","1","30","11.57"
"PREDNISONE 5MG TABLET","64380-0783-06","1","30","11.31"
"REXULTI 1MG TABLET","59148-0037-13","1","30","1498.75"
"OLMESARTAN-AMLODIPINE-HCTZ 40-10-12.5 MG ORAL TABLET","49884-0789-09","1","30","79.61"
"GLIMEPIRIDE 1 MG ORAL TABLET","55111-0320-05","1","30","0.67"
"PAROXETINE 20MG TABLET ***","13107-0155-30","1","30","12.35"
"CLOMIPRAMINE HCL 25 MG ORAL CAPSULE","42571-0342-01","1","30","22.62"
"TRAMADOL HCL ER 200MG TABLET","68180-0698-06","1","30","58.84"
"ATENOLOL-CHLORTHALIDONE 100-25 MG TABLET","70710-1168-01","1","30","14.28"
"LOKELMA 5GM PACK","00310-1105-30","1","30","844.18"
"ARIPIPRAZOLE 5MG TABLET","67877-0431-03","1","30","11.63"
"JANUVIA 25MG TABLET","00006-0221-31","1","30","127.74"
"DAYVIGO 5 MG ORAL TABLET","62856-0405-30","1","30","345.19"
"QULIPTA 30 MG ORAL TABLET","00074-7096-30","1","30","1133.81"
"MORPHINE SULFATE ER 10 MG CAPSULE","00832-0225-00","1","30","123.75"
"ABILIFY 5MG TABLET","59148-0007-13","1","30","570.77"
"GUANFACINE ER 1MG TAB ***","24979-0533-01","1","30","14.61"
"ACYCLOVIR 5 % EXTERNAL OINTMENT","68462-0746-35","1","30","5.73"
"TRINTELLIX 10MG TABLET****","64764-0730-30","1","30","513.49"
"SIMVASTATIN 40MG TABLET","16729-0006-17","1","30","2.04"
"MEMANTINE 28MG CAPSULE ER","70436-0057-04","1","30","22.68"
"CHLORTHALIDONE 50 MG TABLET","70756-0020-11","1","30","11.68"
"TRIAMCINOLONE ACETONIDE 0.1 % EXTERNAL OINTMENT","33342-0333-15","1","30","11.94"
"DOXEPIN 10MG CAPSULE","71921-0162-01","1","30","0.88"
