"Drug Name","NDC #","QOH","Total Rxs","Quantity","Acq Cost","Total","Margin","Profit Pct","Min QOH","Pkg Size",
"JANUVIA 50MG TABLET","00006-0112-31","-12180","76","5610","119680.00","44835.97","-166.93%","-62.54%","0","30"
"LINZESS 290MCG CAP ***","00456-1202-30","-12330","104","5550","111000.00","77628.74","-42.99%","-30.06%","0","30"
"TRELEGY ELLIPTA 100-62.5-25MCG/INH AEROSOL","00173-0887-10","-18420","50","5520","51830.04","59249.44","12.52%","14.31%","0","60"
"LISINOPRIL 5MG TABLET","68180-0513-03","-17280","61","5490","3658.72","163.93","-2131.88%","-95.52%","0","1000"
"METFORMIN 850 MG TABLET","70010-0064-10","-20654","34","5490","5642.16","123.79","-4457.85%","-97.81%","0","1000"
"TRIAMCINOLONE 0.1% EXTERNAL OINTMENT","33342-0333-54","-18614","12","5448","426.60","261.20","-63.32%","-38.77%","0","454"
"ATOVAQUONE 750 MG/5ML ORAL SUSPENSION","31722-0629-21","-6030","19","5430","35063.32","3176.50","-1003.84%","-90.94%","0","210"
"DONEPEZIL 10MG TAB ***","43547-0276-11","-16845","97","5412","47625.60","361.04","-13091.23%","-99.24%","0","1000"
"SYSTANE PRESERVATIVE FREE 0.4-0.3 % OPHTHALMIC SOLUTION","00065-0431-33","-8340","157","5400","1940.40","2998.67","35.29%","54.54%","0","30"
"LOSARTAN-HCTZ 50-12.5 MG TABLET","33342-0050-44","-10200","76","5400","11614.88","553.74","-1997.53%","-95.23%","0","1000"
"ROSUVASTATIN 20MG TABLET","68462-0263-10","-5430","78","5340","41078.34","439.60","-9244.48%","-98.93%","0","1000"
"TRAZODONE 100MG TABLET","50111-0561-03","-19973","104","5324","5018.76","666.24","-653.3%","-86.73%","0","1000"
"SPIRONOLACTONE 25MG TABLET","16729-0225-16","-22745","85","5295","2038.64","523.15","-289.69%","-74.34%","0","500"
"KETOCONAZOLE 2% CREAM","00168-0099-60","-22500","86","5280","4875.20","1679.29","-190.31%","-65.55%","0","60"
"CLOTRIMAZOLE 1 % SOLUTION ***","52817-0800-30","-19140","171","5250","13569.70","5234.05","-159.26%","-61.43%","0","30"
"ALBUTEROL HFA 108  MCG/AC (VENTOLIN 18GM) ***","66993-0019-68","-25722","203","5166","22960.00","8410.86","-172.98%","-63.37%","0","18"
"ACCU-CHEK SOFTCLIX LANCETS","50924-0971-10","-6000","40","5100","631.38","557.43","-13.27%","-11.71%","0","100"
"CLOPIDOGREL BISULFATE 75 MG ORAL TABLET","43598-0121-05","-5847","65","5054","30256.09","373.69","-7996.57%","-98.76%","0","500"
"LISINOPRIL-HCTZ 20-12.5MG TAB ***","68180-0519-02","-13410","60","5040","4279.48","231.06","-1752.11%","-94.6%","0","500"
"METOPROLOL TARTRATE 25MG TABLET","57237-0100-99","-12510","34","5040","1051.11","148.13","-609.59%","-85.91%","0","1000"
